,team_abbr,score,h/a,opp,game_won,game_lost,assist_percentage,assists,block_percentage,blocks,defensive_rating,defensive_rebound_percentage,defensive_rebounds,effective_field_goal_percentage,field_goal_percentage,field_goals,free_throw_attempt_rate,free_throw_percentage,free_throws,personal_fouls,steal_percentage,steals,three_point_attempt_rate,three_point_field_goal_percentage,three_point_field_goals,total_rebound_percentage,total_rebounds,true_shooting_percentage,turnover_percentage,turnovers,two_point_field_goal_percentage,two_point_field_goals,opp_defensive_rebounds,opp_effective_field_goal_percentage,opp_field_goal_percentage,opp_field_goals,opp_personal_fouls,opp_three_point_field_goal_percentage,opp_three_point_field_goals,opp_total_rebounds,opp_true_shooting_percentage,opp_two_point_field_goal_percentage,opp_two_point_field_goals,date
631,DAL,116,h,GSW,0,1,68.4,26,6.5,3,144.7,88.9,32,0.522,0.413,38,0.25,0.87,20,24,2.0,2,0.5429999999999999,0.4,20,48.3,42,0.568,8.9,10,0.429,18,41,0.6970000000000001,0.573,51,19,0.512,22,45,0.7290000000000001,0.63,29,2021-02-04 19:30:00
632,DEN,93,a,LAL,0,1,52.8,19,3.5,2,120.0,76.5,26,0.435,0.391,36,0.163,0.867,13,23,9.5,9,0.304,0.28600000000000003,8,51.2,42,0.47200000000000003,13.2,15,0.43799999999999994,28,32,0.617,0.568,46,19,0.33299999999999996,8,40,0.629,0.667,38,2021-02-04 22:00:00
633,LAL,114,h,DEN,1,0,63.0,29,10.9,7,97.9,66.7,32,0.617,0.568,46,0.272,0.636,14,19,10.5,10,0.29600000000000004,0.33299999999999996,8,48.8,40,0.629,15.0,16,0.667,38,26,0.435,0.391,36,23,0.28600000000000003,8,42,0.47200000000000003,0.43799999999999994,28,2021-02-04 22:00:00
634,HOU,115,a,MEM,1,0,63.4,26,5.8,3,105.6,76.6,36,0.58,0.47100000000000003,41,0.195,0.8240000000000001,14,19,8.2,8,0.517,0.42200000000000004,19,50.6,44,0.609,12.9,14,0.524,22,32,0.494,0.425,37,15,0.34299999999999997,12,43,0.528,0.48100000000000004,25,2021-02-04 21:00:00
635,MEM,103,h,HOU,0,1,75.7,28,14.3,6,117.9,80.0,32,0.494,0.425,37,0.276,0.708,17,15,10.3,10,0.402,0.34299999999999997,12,49.4,43,0.528,11.8,13,0.48100000000000004,25,36,0.58,0.47100000000000003,41,19,0.42200000000000004,19,44,0.609,0.524,22,2021-02-04 21:00:00
636,POR,121,a,PHI,1,0,37.8,17,9.3,5,107.3,81.0,34,0.526,0.45899999999999996,45,0.235,0.7829999999999999,18,18,8.2,8,0.316,0.419,13,58.9,53,0.56,9.2,11,0.478,32,29,0.525,0.48100000000000004,39,15,0.259,7,37,0.573,0.593,32,2021-02-04 20:00:00
637,PHI,105,h,POR,0,1,48.7,19,4.5,3,123.6,60.4,29,0.525,0.48100000000000004,39,0.29600000000000004,0.833,20,15,6.1,6,0.33299999999999996,0.259,7,41.1,37,0.573,16.4,18,0.593,32,34,0.526,0.45899999999999996,45,18,0.419,13,53,0.56,0.478,32,2021-02-04 20:00:00
638,TOR,123,a,BRK,1,0,44.9,22,15.8,6,117.8,78.4,29,0.5720000000000001,0.505,49,0.14400000000000002,0.857,12,25,10.1,10,0.33,0.406,13,50.6,41,0.596,8.8,10,0.5539999999999999,36,32,0.594,0.488,39,19,0.405,17,40,0.631,0.579,22,2021-02-05 19:30:00
639,BRK,117,h,TOR,0,1,74.4,29,9.2,6,123.8,72.7,32,0.594,0.488,39,0.363,0.759,22,19,5.0,5,0.525,0.405,17,49.4,40,0.631,16.3,18,0.579,22,29,0.5720000000000001,0.505,49,25,0.406,13,41,0.596,0.5539999999999999,36,2021-02-05 19:30:00
640,UTA,138,a,CHO,1,0,66.7,32,13.0,9,118.6,73.1,38,0.701,0.552,48,0.207,0.889,16,19,4.9,5,0.575,0.52,26,52.4,44,0.727,14.4,16,0.595,22,26,0.514,0.462,48,17,0.314,11,40,0.5429999999999999,0.536,37,2021-02-05 20:00:00
641,CHO,121,h,UTA,0,1,54.2,26,5.4,2,135.3,81.3,26,0.514,0.462,48,0.163,0.8240000000000001,14,17,8.8,9,0.337,0.314,11,47.6,40,0.5429999999999999,5.9,7,0.536,37,38,0.701,0.552,48,19,0.52,26,44,0.727,0.595,22,2021-02-05 20:00:00
642,MIL,123,a,CLE,1,0,56.0,28,11.7,7,102.9,87.2,41,0.552,0.515,50,0.22699999999999998,0.727,16,18,5.9,6,0.22699999999999998,0.318,7,60.0,54,0.5760000000000001,9.3,11,0.573,43,30,0.505,0.446,41,19,0.344,11,36,0.53,0.5,30,2021-02-05 19:30:00
643,CLE,105,h,MIL,0,1,56.1,23,12.0,9,120.6,69.8,30,0.505,0.446,41,0.174,0.75,12,19,6.9,7,0.348,0.344,11,40.0,36,0.53,10.0,11,0.5,30,41,0.552,0.515,50,18,0.318,7,54,0.5760000000000001,0.573,43,2021-02-05 19:30:00
644,NOP,114,a,IND,1,0,56.1,23,11.8,6,117.3,79.6,39,0.625,0.539,41,0.342,0.731,19,17,5.2,5,0.32899999999999996,0.52,13,57.5,50,0.652,17.9,19,0.5489999999999999,28,27,0.5479999999999999,0.441,41,21,0.47600000000000003,20,37,0.565,0.41200000000000003,21,2021-02-05 19:00:00
645,IND,113,h,NOP,0,1,75.6,31,13.7,7,118.4,71.1,27,0.5479999999999999,0.441,41,0.172,0.688,11,21,9.3,9,0.452,0.47600000000000003,20,42.5,37,0.565,9.1,10,0.41200000000000003,21,39,0.625,0.539,41,17,0.52,13,50,0.652,0.5489999999999999,28,2021-02-05 19:00:00
646,BOS,119,a,LAC,1,0,48.8,21,2.0,1,122.3,71.4,25,0.5670000000000001,0.478,43,0.233,0.81,17,16,8.5,8,0.42200000000000004,0.42100000000000004,16,42.0,34,0.6,5.7,6,0.519,27,37,0.605,0.519,42,17,0.43799999999999994,14,47,0.637,0.5710000000000001,28,2021-02-05 22:00:00
647,LAC,115,h,BOS,0,1,61.9,26,7.7,4,126.6,80.4,37,0.605,0.519,42,0.259,0.81,17,17,5.3,5,0.395,0.43799999999999994,14,58.0,47,0.637,15.1,16,0.5710000000000001,28,25,0.5670000000000001,0.478,43,16,0.42100000000000004,16,34,0.6,0.519,27,2021-02-05 22:00:00
648,WAS,95,a,MIA,0,1,57.6,19,18.0,9,120.6,75.7,28,0.41600000000000004,0.371,33,0.27,0.875,21,20,6.9,7,0.371,0.242,8,45.5,40,0.47700000000000004,14.6,17,0.446,25,39,0.586,0.494,43,20,0.43200000000000005,16,48,0.628,0.54,27,2021-02-05 20:00:00
649,MIA,122,h,WAS,1,0,62.8,27,12.5,7,93.9,76.5,39,0.586,0.494,43,0.264,0.87,20,20,8.9,9,0.425,0.43200000000000005,16,54.5,48,0.628,14.1,16,0.54,27,28,0.41600000000000004,0.371,33,20,0.242,8,40,0.47700000000000004,0.446,25,2021-02-05 20:00:00
650,MIN,106,a,OKC,1,0,65.9,27,7.8,4,103.3,80.5,33,0.521,0.436,41,0.096,0.889,8,15,10.0,10,0.426,0.4,16,49.4,43,0.541,13.3,15,0.46299999999999997,25,36,0.535,0.45899999999999996,39,7,0.382,13,44,0.557,0.51,26,2021-02-05 20:00:00
651,OKC,103,h,MIN,0,1,71.8,28,13.0,7,106.3,78.3,36,0.535,0.45899999999999996,39,0.2,0.706,12,7,10.0,10,0.4,0.382,13,50.6,44,0.557,15.5,17,0.51,26,33,0.521,0.436,41,15,0.4,16,43,0.541,0.46299999999999997,25,2021-02-05 20:00:00
652,CHI,119,a,ORL,0,1,58.7,27,9.3,5,122.1,75.0,30,0.526,0.479,46,0.20800000000000002,0.9,18,22,8.9,9,0.313,0.3,9,44.9,40,0.568,7.1,8,0.561,37,39,0.586,0.519,42,22,0.40700000000000003,11,49,0.632,0.574,31,2021-02-05 19:00:00
653,ORL,123,h,CHI,1,0,64.3,27,3.0,2,118.1,79.6,39,0.586,0.519,42,0.457,0.757,28,22,5.0,5,0.33299999999999996,0.40700000000000003,11,55.1,49,0.632,13.4,15,0.574,31,30,0.526,0.479,46,22,0.3,9,40,0.568,0.561,37,2021-02-05 19:00:00
654,DET,92,a,PHO,0,1,58.8,20,11.3,6,110.5,73.7,28,0.41200000000000003,0.374,34,0.308,0.607,17,16,8.1,8,0.396,0.19399999999999998,7,47.4,45,0.445,11.2,13,0.491,27,40,0.565,0.494,42,26,0.375,12,50,0.5920000000000001,0.5660000000000001,30,2021-02-05 21:00:00
655,PHO,109,h,DET,1,0,61.9,26,5.5,3,93.3,70.2,40,0.565,0.494,42,0.188,0.813,13,26,7.1,7,0.376,0.375,12,52.6,50,0.5920000000000001,18.6,21,0.5660000000000001,30,28,0.41200000000000003,0.374,34,16,0.19399999999999998,7,45,0.445,0.491,27,2021-02-05 21:00:00
656,TOR,121,a,ATL,0,1,58.5,24,13.2,5,131.3,85.7,24,0.49,0.423,41,0.35100000000000003,0.765,26,27,9.0,9,0.392,0.342,13,46.9,38,0.54,5.1,6,0.475,28,39,0.696,0.568,42,25,0.528,19,43,0.746,0.605,23,2021-02-06 20:00:00
657,ATL,132,h,TOR,1,0,73.8,31,16.9,10,120.3,73.6,39,0.696,0.568,42,0.446,0.879,29,25,1.0,1,0.486,0.528,19,53.1,43,0.746,16.9,18,0.605,23,24,0.49,0.423,41,27,0.342,13,38,0.54,0.475,28,2021-02-06 20:00:00
658,MIL,124,a,CLE,1,0,53.2,25,3.4,2,101.5,82.2,37,0.64,0.547,47,0.267,0.609,14,20,10.3,10,0.395,0.47100000000000003,16,51.8,43,0.645,7.7,8,0.596,31,32,0.488,0.45299999999999996,39,19,0.214,6,40,0.52,0.569,33,2021-02-06 20:00:00
659,CLE,99,h,MIL,0,1,53.8,21,1.9,1,127.1,84.2,32,0.488,0.45299999999999996,39,0.244,0.7140000000000001,15,19,4.1,4,0.326,0.214,6,48.2,40,0.52,12.0,13,0.569,33,37,0.64,0.547,47,20,0.47100000000000003,16,43,0.645,0.596,31,2021-02-06 20:00:00
660,GSW,132,a,DAL,0,1,58.7,27,8.2,4,128.0,69.4,34,0.6509999999999999,0.535,46,0.267,0.87,20,24,10.5,11,0.523,0.444,20,46.0,40,0.687,14.3,16,0.634,26,32,0.568,0.45799999999999996,44,19,0.447,21,47,0.614,0.469,23,2021-02-06 20:30:00
661,DAL,134,h,GSW,1,0,61.4,27,0.0,0,126.1,84.2,32,0.568,0.45799999999999996,44,0.313,0.833,25,19,4.8,5,0.49,0.447,21,54.0,47,0.614,11.4,14,0.469,23,34,0.6509999999999999,0.535,46,24,0.444,20,40,0.687,0.634,26,2021-02-06 20:30:00
662,SAS,111,a,HOU,1,0,59.5,22,14.0,7,102.9,86.0,37,0.47100000000000003,0.425,37,0.414,0.8059999999999999,29,18,5.8,6,0.287,0.32,8,48.9,44,0.54,8.9,10,0.46799999999999997,29,40,0.5,0.43200000000000005,38,25,0.316,12,46,0.535,0.52,26,2021-02-06 20:00:00
663,HOU,106,h,SAS,0,1,55.3,21,9.7,6,107.8,85.1,40,0.5,0.43200000000000005,38,0.284,0.72,18,25,4.9,5,0.43200000000000005,0.316,12,51.1,46,0.535,10.8,12,0.52,26,37,0.47100000000000003,0.425,37,18,0.32,8,44,0.54,0.46799999999999997,29,2021-02-06 20:00:00
664,DET,129,a,LAL,0,1,68.9,31,5.6,4,119.7,74.3,26,0.564,0.479,45,0.298,0.821,23,31,10.6,12,0.447,0.381,16,47.4,36,0.607,15.8,20,0.5579999999999999,29,2,0.61,0.5,4,3,,0,3,0.653,0.5,4,2021-02-06 22:00:00
665,LAL,135,h,DET,1,0,62.7,0,9.6,1,114.4,75.6,2,0.61,0.5,4,0.308,1.0,4,3,10.6,0,0.209,,0,52.6,3,0.653,17.6,1,0.5,4,26,0.564,0.479,45,31,0.381,16,36,0.607,0.5579999999999999,29,2021-02-06 22:00:00
666,MEM,109,a,NOP,0,1,67.5,27,9.3,5,126.0,81.0,34,0.517,0.444,40,0.21100000000000002,0.8420000000000001,16,17,5.3,5,0.433,0.33299999999999996,13,51.7,45,0.5539999999999999,8.4,9,0.529,27,34,0.603,0.517,45,15,0.455,15,42,0.613,0.556,30,2021-02-06 21:00:00
667,NOP,118,h,MEM,1,0,60.0,27,17.6,9,116.4,75.6,34,0.603,0.517,45,0.24100000000000002,0.619,13,15,3.2,3,0.379,0.455,15,48.3,42,0.613,6.8,7,0.556,30,34,0.517,0.444,40,17,0.33299999999999996,13,45,0.5539999999999999,0.529,27,2021-02-06 21:00:00
668,POR,99,a,NYK,0,1,40.5,15,12.1,7,114.4,78.9,30,0.511,0.41600000000000004,37,0.18,0.5,8,15,7.3,7,0.528,0.36200000000000004,17,44.6,41,0.515,10.3,11,0.47600000000000003,20,43,0.574,0.5,44,19,0.433,13,51,0.5870000000000001,0.534,31,2021-02-06 13:00:00
669,NYK,110,h,POR,1,0,45.5,20,11.9,5,102.9,79.6,43,0.574,0.5,44,0.14800000000000002,0.6920000000000001,9,19,5.2,5,0.341,0.433,13,55.4,51,0.5870000000000001,13.0,14,0.534,31,30,0.511,0.41600000000000004,37,15,0.36200000000000004,17,41,0.515,0.47600000000000003,20,2021-02-06 13:00:00
670,MIN,118,a,OKC,0,1,57.4,27,5.3,3,117.8,77.1,27,0.57,0.505,47,0.237,0.545,12,15,11.8,12,0.387,0.33299999999999996,12,48.2,40,0.575,11.2,13,0.614,35,35,0.578,0.511,46,19,0.364,12,43,0.607,0.596,34,2021-02-06 20:00:00
671,OKC,120,h,MIN,1,0,54.3,25,1.8,1,115.9,72.9,35,0.578,0.511,46,0.222,0.8,16,19,7.9,8,0.36700000000000005,0.364,12,51.8,43,0.607,13.2,15,0.596,34,27,0.57,0.505,47,15,0.33299999999999996,12,40,0.575,0.614,35,2021-02-06 20:00:00
672,CHI,118,a,ORL,1,0,59.6,28,14.7,10,98.6,70.6,36,0.599,0.516,47,0.14300000000000002,0.6920000000000001,9,12,6.4,6,0.33,0.5,15,50.0,47,0.61,9.4,10,0.525,32,32,0.42100000000000004,0.389,37,10,0.222,6,47,0.45899999999999996,0.456,31,2021-02-06 19:00:00
673,ORL,92,h,CHI,0,1,45.9,17,16.4,10,126.4,74.4,32,0.42100000000000004,0.389,37,0.126,1.0,12,10,5.4,5,0.284,0.222,6,50.0,47,0.45899999999999996,9.9,11,0.456,31,36,0.599,0.516,47,12,0.5,15,47,0.61,0.525,32,2021-02-06 19:00:00
674,BRK,108,a,PHI,0,1,53.8,21,4.5,3,121.5,66.7,26,0.528,0.44299999999999995,39,0.193,0.882,15,18,5.9,6,0.466,0.366,15,40.0,34,0.5660000000000001,15.1,17,0.511,24,38,0.564,0.511,48,15,0.37,10,51,0.598,0.5670000000000001,38,2021-02-06 20:00:00
675,PHI,124,h,BRK,1,0,56.3,27,8.5,4,105.8,82.6,38,0.564,0.511,48,0.23399999999999999,0.818,18,15,11.8,12,0.287,0.37,10,60.0,51,0.598,12.6,15,0.5670000000000001,38,26,0.528,0.44299999999999995,39,18,0.366,15,34,0.5660000000000001,0.511,24,2021-02-06 20:00:00
676,DEN,114,a,SAC,0,1,66.7,30,16.1,9,123.5,77.3,34,0.531,0.46399999999999997,45,0.14400000000000002,0.7859999999999999,11,18,3.1,3,0.361,0.371,13,51.1,47,0.5529999999999999,8.0,9,0.516,32,35,0.56,0.484,44,11,0.4,14,45,0.586,0.536,30,2021-02-06 17:00:00
677,SAC,119,h,DEN,1,0,68.2,30,11.3,7,118.3,72.9,35,0.56,0.484,44,0.264,0.708,17,11,5.2,5,0.385,0.4,14,48.9,45,0.586,6.4,7,0.536,30,34,0.531,0.46399999999999997,45,18,0.371,13,47,0.5529999999999999,0.516,32,2021-02-06 17:00:00
678,WAS,97,a,CHO,0,1,64.7,22,7.9,5,118.0,66.7,36,0.428,0.37799999999999995,34,0.311,0.7140000000000001,20,18,5.9,6,0.444,0.225,9,44.9,48,0.474,12.0,14,0.5,25,41,0.5,0.424,42,25,0.41700000000000004,15,59,0.539,0.429,27,2021-02-07 13:00:00
679,CHO,119,h,WAS,1,0,50.0,21,12.0,6,96.2,77.4,41,0.5,0.424,42,0.263,0.769,20,25,5.9,6,0.364,0.41700000000000004,15,55.1,59,0.539,9.1,11,0.429,27,36,0.428,0.37799999999999995,34,18,0.225,9,48,0.474,0.5,25,2021-02-07 13:00:00
680,UTA,103,a,IND,1,0,57.9,22,6.3,4,96.5,84.6,44,0.478,0.409,38,0.226,0.667,14,17,2.0,2,0.452,0.31,13,57.5,61,0.504,12.0,14,0.49,25,37,0.441,0.39799999999999996,37,22,0.276,8,45,0.47100000000000003,0.45299999999999996,29,2021-02-07 13:00:00
681,IND,95,h,UTA,0,1,62.2,23,13.7,7,104.6,68.5,37,0.441,0.39799999999999996,37,0.19399999999999998,0.722,13,22,9.1,9,0.312,0.276,8,42.5,45,0.47100000000000003,8.2,9,0.45299999999999996,29,44,0.478,0.409,38,17,0.31,13,61,0.504,0.49,25,2021-02-07 13:00:00
682,SAC,113,a,LAC,1,0,54.3,25,5.6,4,110.0,71.9,41,0.5429999999999999,0.489,46,0.16,0.733,11,18,5.0,5,0.309,0.345,10,49.5,52,0.562,10.7,12,0.5539999999999999,36,37,0.455,0.414,41,16,0.28600000000000003,8,53,0.504,0.465,33,2021-02-07 15:00:00
683,LAC,110,h,SAC,0,1,46.3,19,7.7,5,113.0,77.1,37,0.455,0.414,41,0.23199999999999998,0.87,20,16,8.0,8,0.28300000000000003,0.28600000000000003,8,50.5,53,0.504,7.6,9,0.465,33,41,0.5429999999999999,0.489,46,18,0.345,10,52,0.562,0.5539999999999999,36,2021-02-07 15:00:00
684,MIA,109,a,NYK,1,0,62.5,25,2.3,1,109.8,79.2,38,0.56,0.48200000000000004,40,0.24100000000000002,0.8,16,15,6.4,6,0.42200000000000004,0.371,13,50.0,44,0.594,10.7,11,0.562,27,34,0.541,0.447,38,20,0.381,16,44,0.562,0.512,22,2021-02-07 13:00:00
685,NYK,103,h,MIA,0,1,60.5,23,4.2,2,116.2,85.0,34,0.541,0.447,38,0.17600000000000002,0.733,11,20,8.5,8,0.494,0.381,16,50.0,44,0.562,11.6,12,0.512,22,38,0.56,0.48200000000000004,40,15,0.371,13,44,0.594,0.562,27,2021-02-07 13:00:00
686,BOS,91,a,PHO,0,1,57.6,19,3.8,2,115.5,75.7,28,0.446,0.355,33,0.129,0.667,8,11,6.9,6,0.473,0.386,17,45.1,41,0.46299999999999997,4.8,5,0.327,16,41,0.537,0.488,40,15,0.276,8,50,0.573,0.604,32,2021-02-07 14:00:00
687,PHO,100,h,BOS,1,0,62.5,25,10.2,5,105.1,75.9,41,0.537,0.488,40,0.146,1.0,12,15,4.6,4,0.354,0.276,8,54.9,50,0.573,10.3,10,0.604,32,28,0.446,0.355,33,11,0.386,17,41,0.46299999999999997,0.327,16,2021-02-07 14:00:00
0,WAS,105,a,CHI,1,0,63.9,23,7.3,4,99.9,78.7,37,0.453,0.419,36,0.419,0.75,27,21,7.9,8,0.302,0.231,6,48.5,47,0.516,11.3,13,0.5,30,40,0.476,0.424,36,26,0.3,9,50,0.528,0.491,27,2021-02-08 20:00:00
0,CHI,101,h,WAS,0,1,63.9,23,6.7,4,103.9,80.0,40,0.476,0.424,36,0.282,0.833,20,26,5.9,6,0.353,0.3,9,51.5,50,0.528,14.3,16,0.491,27,37,0.453,0.419,36,21,0.231,6,47,0.516,0.5,30,2021-02-08 20:00:00
0,HOU,94,a,CHO,0,1,57.1,20,8.2,4,124.9,73.8,31,0.483,0.407,35,0.186,0.688,11,18,9.4,9,0.547,0.277,13,43.3,39,0.505,10.6,11,0.564,22,40,0.594,0.489,44,15,0.463,19,51,0.622,0.51,25,2021-02-08 19:00:00
0,CHO,119,h,HOU,1,0,63.6,28,15.4,6,98.6,83.3,40,0.594,0.489,44,0.144,0.923,12,15,5.2,5,0.456,0.463,19,56.7,51,0.622,12.8,14,0.51,25,31,0.483,0.407,35,18,0.277,13,39,0.505,0.564,22,2021-02-08 19:00:00
0,MIN,122,a,DAL,0,1,64.3,27,9.4,5,123.4,77.3,34,0.56,0.462,42,0.308,0.714,20,27,8.7,9,0.462,0.429,18,46.1,41,0.59,8.0,9,0.49,24,38,0.586,0.517,45,22,0.353,12,48,0.634,0.623,33,2021-02-08 20:30:00
0,DAL,127,h,MIN,1,0,66.7,30,14.3,7,118.5,84.4,38,0.586,0.517,45,0.345,0.833,25,22,3.9,4,0.391,0.353,12,53.9,48,0.634,12.3,14,0.623,33,34,0.56,0.462,42,27,0.429,18,41,0.59,0.49,24,2021-02-08 20:30:00
0,MIL,125,a,DEN,1,0,53.3,24,12.1,7,114.9,83.0,39,0.596,0.506,45,0.247,0.864,19,19,7.2,7,0.449,0.4,16,56.8,50,0.633,9.2,10,0.592,29,30,0.516,0.436,41,15,0.417,15,38,0.554,0.448,26,2021-02-08 21:30:00
0,DEN,112,h,MIL,0,1,53.7,22,8.2,4,128.3,73.2,30,0.516,0.436,41,0.17,0.938,15,15,5.1,5,0.383,0.417,15,43.2,38,0.554,8.2,9,0.448,26,39,0.596,0.506,45,19,0.4,16,50,0.633,0.592,29,2021-02-08 21:30:00
0,OKC,112,a,LAL,0,1,53.5,23,7.0,4,106.5,80.0,40,0.445,0.391,43,0.173,0.737,14,23,5.4,6,0.345,0.316,12,48.2,55,0.473,9.2,12,0.431,31,4,0.511,0.125,1,4,0.0,0,4,0.552,0.2,1,2021-02-08 22:00:00
0,LAL,119,h,OKC,1,0,63.6,0,16.7,0,100.2,76.6,4,0.511,0.125,1,0.305,,0,4,6.3,0,0.4,0.0,0,51.8,4,0.552,12.2,3,0.2,1,40,0.445,0.391,43,23,0.316,12,55,0.473,0.431,31,2021-02-08 22:00:00
0,TOR,128,a,MEM,1,0,66.7,28,4.2,2,121.8,61.2,30,0.675,0.545,42,0.338,0.923,24,24,11.9,11,0.481,0.541,20,46.8,37,0.724,13.7,14,0.55,22,23,0.5,0.425,37,18,0.333,13,42,0.566,0.5,24,2021-02-08 20:00:00
0,MEM,113,h,TOR,0,1,73.0,27,10.0,4,138.0,76.7,23,0.5,0.425,37,0.333,0.897,26,18,7.5,7,0.448,0.333,13,53.2,42,0.566,13.1,15,0.5,24,30,0.675,0.545,42,24,0.541,20,37,0.724,0.55,22,2021-02-08 20:00:00
0,CLE,113,a,PHO,0,1,52.3,23,7.6,5,126.8,68.2,30,0.558,0.512,44,0.291,0.68,17,20,5.3,5,0.279,0.333,8,48.8,39,0.582,9.3,10,0.581,36,27,0.583,0.522,47,20,0.458,11,41,0.605,0.545,36,2021-02-08 21:00:00
0,PHO,119,h,CLE,1,0,61.7,29,9.7,6,120.4,75.0,27,0.583,0.522,47,0.211,0.737,14,20,7.5,7,0.267,0.458,11,51.3,41,0.605,9.2,10,0.545,36,30,0.558,0.512,44,20,0.333,8,39,0.582,0.581,36,2021-02-08 21:00:00
0,GSW,100,a,SAS,0,1,76.3,29,9.2,6,101.6,81.1,43,0.517,0.442,38,0.174,0.733,11,19,3.9,4,0.43,0.351,13,51.6,49,0.54,17.8,20,0.51,25,36,0.464,0.406,39,16,0.355,11,46,0.503,0.431,28,2021-02-08 20:30:00
0,SAS,105,h,GSW,1,0,61.5,24,12.2,6,96.7,85.7,36,0.464,0.406,39,0.198,0.842,16,16,11.6,12,0.323,0.355,11,48.4,46,0.503,8.7,10,0.431,28,43,0.517,0.442,38,19,0.351,13,49,0.54,0.51,25,2021-02-08 20:30:00
